IngresoMensual,HorasSemanales,NumTrabajadores,AñosEstudio
 , , ,10
2032,62,3,5
 , ,3,6
 ,47,3,10
1646,74,20,8
 , , ,
1650,84,1,6
1491,60,2,5
1025,45,700,11
2122,60,4,7
 , , ,
 , ,2,5
 , , ,
 , , ,12
2700,45,600,12
 , , ,6
 , , ,
 , , ,
 , , ,
2700,72,35,6
 , , ,3
 , , ,
 , , ,
 , , ,
 , , ,4
2300,53,3,4
1395,31,4,6
1689,48,3,5
 , , ,
 , , ,
6000,40,180,11
 , , ,6
3500,45,450,11
1949,48,3,11
390,18,1,6
 , , ,6
1500,40,36,11
 , , ,
 , , ,
 , , ,
1450,50,3,5
 , , ,7
 ,66,3,6
 , , ,
 ,25,3,6
 , , ,
1200,8,1,11
1200,66,17,9
1200,45,15,8
 , , ,
917,86,1,6
866,13,1,6
637,50,1,8
2354,88,3,9
1822,70,1,7
 ,56,3,6
 , , ,
 , , ,
 , , ,
 , , ,2
1424,25,1,7
8300,40, ,12
 , , ,11
 , , ,10
 , , ,6
 , , ,
580,54,4,7
 ,35,4,10
1200,20,1,6
 , , ,6
 , , ,
 , , ,
 , , ,7
 , , ,6
 , , ,11
1300,40,10,6
 , , ,
 , , ,
 , , ,11
2000,60,4,4
 ,40,4,8
240,10,1,11
5000,52,9998,12
1289,59,1,8
580,24,9998,7
 , , ,
2100,60,2,7
2858,72,2,10
 , , ,
2196,32,2,6
 , , ,11
1100,15,1,9
 , , ,6
 , , ,9
1100,54,9000,6
700,22,2,9
 , , ,5
 , , ,
 , , ,
1275,75,2,7
 , , ,7
346,20,1,10
5110,45,1500,11
2450,81,1,9
 , , ,9
 , , ,7
260,15,2,5
 , , ,6
 , , ,
 , , ,
 , , ,7
1273,54,4,7
 , , ,12
5000,25,1000,12
 , , ,11
 , , ,11
 , , ,5
2500,6,2,8
1025,48,3,6
 , , ,
 , , ,
1217,45,3,6
1025,26,70,12
600,24,2,7
 , , ,5
 , , ,
1400,40,5000,6
 , , ,7
 , , ,3
1500,36,4,12
265,10,1,3
 , , ,6
 , , ,6
2580,45,500,11
2960,48,1,4
 , , ,10
 , , ,6
 , , ,
1200,48,501,6
1500,48,501,12
 , , ,
3089,48,20,6
 , , ,6
400,12,1,6
 , , ,
 , , ,
3300,35,9998,9
1269,48,30,11
3050,44,6,3
 , , ,6
 , , ,
 , , ,
 , , ,2
1800,60,24,4
1083,36,4,6
2250,25,9998,12
 , , ,6
1651,45,1,9
5000,69,15,10
 , , ,10
 , , ,6
950,30,3,10
1550,64,1,7
347,56,2,6
 , , ,6
 , , ,
 , , ,4
930,66,6,5
 , , ,5
 , , ,5
238,8,6,6
13000,45,2000,12
 , , ,10
700,35,2,6
 , , ,11
 , , ,6
1500,40,1,10
 , , ,
 , , ,
2700,56,1,6
 , , ,9
4000,45,30,11
 , ,2,10
1120,72,1,4
600,42,1,8
 , , ,
 , , ,
 , , ,
8000,70,200,12
1500,48,5000,5
 , , ,4
2400,63,30,10
 , , ,
 , , ,3
900,60,2,9
 , , ,7
1850,84,1,4
 , , ,7
 , , ,
1250,84,1,6
1600,48,9998,9
999,30,1,4
 , , ,4
8000,40,1900,11
8000,40,500,12
 , , ,6
 , , ,
1500,78,1,7
 , , ,
1852,45,3,7
1500,26,200,6
 , , ,5
 , , ,
 , , ,6
3500,42,2,11
 , , ,6
 , , ,
 , , ,11
2219,36,2,6
 ,18,2,3
 , , ,6
3500,40,50,12
 , , ,9
 , , ,6
 , , ,
4000,45,5,10
 , , ,6
 , , ,11
 , , ,10
 , , ,11
699,45,1,6
 , , ,2
620,36,1,6
1130,36,1,7
 , , ,5
 , , ,
2100,75,2,7
560,79,2,7
1025,51,50,7
368,43,2,6
 , , ,
207,35,2,3
 ,28,2,4
1790,48,4000,7
 , , ,6
 , , ,
 , , ,11
3000,28,3,11
1300,40,1000,7
840,42,2,7
900,19,1,6
 , , ,7
 , , ,
1890,69,2400,7
 , , ,12
 , , ,
350,6,1,6
1516,47,3,6
 , , ,
 , , ,
 , , ,
 , , ,10
 , , ,7
 , , ,11
3600,45,8,11
1083,48,40,6
857,39,2,7
 , , ,
 , , ,
 , , ,
2060,70,1,10
 , , ,6
 , , ,
 , , ,
 , , ,8
 , , ,
 , , ,11
690,24,2,12
1319,35,2,6
873,57,1,6
 , , ,
 , , ,
 , , ,
 , , ,11
3000,40,1000,13
 , , ,10
 , , ,12
1500,48,50,12
3005,36,3,11
 ,33,3,10
2000,34,9998,11
 , , ,6
 , , ,
1200,40,200,6
 , , ,10
 , , ,
 , , ,
 , , ,
1160,20,1,7
 , , ,9
 , , ,
1240,40,1,8
 , , ,6
300,9,1,6
800,45,1,9
1600,43,9998,6
 , , ,7
 , , ,10
12000,40,800,13
2800,62,3,10
1560,44,1,6
 , , ,
 , , ,
 , , ,6
 , , ,
 , , ,5
1650,68,1,6
1602,58,2,6
 , , ,
 , , ,
 , , ,
520,9,1,3
 , , ,
1100,56,1,9
1600,35,11,10
1650,48,10,11
 , , ,7
1400,60,2,6
 , , ,5
1732,45,3,4
2680,68,4,5
 ,18,4,7
 , ,4,5
 , , ,
1000,48,1,7
800,54,2,6
3000,58,1000,12
 , , ,10
8000,46,8,12
 , , ,10
 , , ,9
 , , ,6
 , , ,6
 , , ,
 , , ,
1025,72,9,10
2660,58,1,6
 , , ,6
2500,48,5,9
1134,58,2,10
 ,42,2,8
1750,60,1,5
 , , ,7
 , , ,
 , , ,
1200,48,80,5
 , , ,8
 , , ,6
 , , ,5
 , , ,12
 , , ,
3000,22,4,9
 , , ,10
 , , ,10
 , , ,11
 , , ,
3300,40,17,12
 , , ,9
 , , ,5
 , , ,7
483,43,1,3
 , , ,2
1299,51,4,7
340,24,1,5
 , , ,12
 , , ,11
2300,57,80,6
 , , ,
 , , ,13
5000,44,5000,10
 , , ,
 , , ,
660,16,1,5
 , , ,6
2464,50,2,10
1300,48,9998,11
3470,48,1,6
3000,25,9998,11
4600,40, ,11
4500,48, ,11
 , , ,
1500,40,4,11
 , , ,6
 , , ,
1166,54,5,7
 , , ,4
 , , ,3
950,84,1,7
1280,48,15,7
 , , ,10
2598,45,5,5
 , , ,6
 , , ,
1817,90,1,4
 , , ,6
1500,48,1000,10
 , , ,10
2000,36,1000,12
2150,48,2000,8
 , , ,
1480,37,2,4
2500,40,55,11
 , , ,
2598,45,30,10
 ,20,2,7
 , , ,7
 , , ,
2358,59,3,4
1283,43,1,4
 , , ,
 , , ,11
400,15,1,8
 , , ,7
17,2,1,6
1025,48,200,7
 , , ,6
 , , ,12
 , , ,
1500,48,600,9
1408,40,6,7
 , , ,
222,8,1,6
1700,48,70,9
800,48,300,8
 , , ,
 , , ,
4606,63,3,7
316,68,1,5
 , , ,5
 , , ,6
 , , ,4
 , , ,4
2100,60,3,6
 , , ,9
 , , ,7
 , , ,6
 , , ,11
3050,49,1,12
3000,40,9998,12
3000,66,2,12
 ,51,2,11
 , , ,6
1533,66,3,9
600,16,1,6
 , , ,
1559,54,3,6
 , , ,
1343,48,3,10
 , , ,
867,32,2,6
 , , ,6
 , , ,6
 , , ,
2800,30,600,12
1900,49,45,10
 , , ,
 , , ,5
1560,48,2,8
 ,28,2,11
600,70,2,10
2700,46,2,11
 , , ,6
2400,70,3,12
 , , ,5
 , , ,6
665,2,3,9
6360,40, ,12
1500,40,10,9
4000,43,50,11
 , , ,10
3000,40,9998,12
 ,15,5,8
1350,50,1,12
220,28,1,11
 , , ,
1500,82,1,6
600,18,4,6
560,15,5,10
 , , ,5
 , , ,
 , , ,
4360,40,9998,13
 , , ,6
 , , ,10
1100,22,40,11
 , , ,5
1860,66,15,5
1199,28,1,10
2000,48,20,11
 , , ,7
217,4,2,6
 , , ,
4200,40,1300,11
 , , ,10
1500,51,60,11
 , , ,6
3000,36,9,11
 , , ,6
 , , ,
 , , ,
 , , ,3
 , , ,7
650,30,6,12
 , , ,10
 , , ,7
 , , ,
3172,48,3500,7
 , , ,7
 , , ,7
 , , ,
 , , ,
 , , ,6
 , , ,6
 , , ,7
 , , ,6
 , , ,9
1050,48,80,7
1500,72,250,10
 , , ,
 , , ,
 , , ,
 , , ,5
2200,54,650,12
 , , ,
 , , ,
 , , ,5
 , , ,3
542,15,1,6
 , , ,6
 , , ,2
5000,40,18,11
 , , ,11
3000,40,50,12
 , , ,12
 , , ,9
1732,40,6,6
 , , ,
 , , ,
 , , ,
50,5,1,6
 , , ,6
 , , ,7
 , , ,6
 , , ,9
 , , ,12
2800,66,500,7
1299,24,8,10
 , , ,10
 , , ,5
 , , ,6
 , , ,7
1633,60,300,7
 , , ,
 , , ,
2728,40,4,7
 , , ,6
 , , ,5
 , , ,
 , , ,
1770,48,300,7
2800,40,9998,12
 , , ,9
 , , ,6
 , , ,
 , , ,4
779,36,7,7
 , , ,6
 , , ,
 , , ,
 , , ,5
 , , ,7
4500,45,9998,9
 , , ,7
2650,70,1,4
 , ,2,5
 , , ,
 , , ,4
 , , ,1
3000,50,30,7
2165,46,3,9
1400,42,300,6
 , , ,
736,25,1,7
1060,48,1,5
4000,40,50,12
 , , ,11
 , , ,
1800,70,1,7
1749,60,3,6
 , , ,10
 , , ,6
1200,40,7,11
2800,36,1,9
5000,40,8,11
5000,41,13,13
 , , ,11
1200,42,20,12
 , , ,11
2840,75,2,6
 , , ,
1820,40,30,10
 ,36,2,6
 , , ,
1350,48,2,6
 , , ,5
3538,57,1,7
1025,36,5,12
 , , ,10
 , , ,5
 , , ,10
1800,40,30,12
5000,48,1000,11
 , , ,
 , , ,5
512,20,16,10
 , , ,5
 , , ,
728,49,1,6
 , , ,3
2433,30,30,11
1633,48,9998,10
2000,45,200,11
 , , ,6
 , , ,6
 , , ,
1500,60,1,7
1050,48,300,6
 , , ,7
1599,48,1,7
 , , ,
 , , ,
 , , ,4
 , , ,8
 , , ,6
2598,58,1,7
 , , ,8
 , , ,6
 , , ,
 , , ,6
2700,63,80,7
 , , ,5
 , , ,5
 , , ,
 , , ,2
 , , ,2
 , , ,7
2598,24,5000,8
120,4,1,6
 , , ,
10000,40,2000,12
1300,35,20,12
 , , ,6
 , , ,
 , , ,
3000,72,7,8
 ,66,7,7
 , ,7,6
 , , ,
 , , ,
1383,66,1,7
 , , ,
1250,48,1,6
345,42,1,7
 , , ,
1949,48,6,6
 , , ,9
 , , ,
6000,48,150,11
9000,40,30,11
 , , ,
 , , ,
 , , ,6
 , , ,6
 , , ,8
5755,63,300,10
 , , ,12
 , , ,
 , , ,4
 , , ,11
600,15,1,6
 , , ,
 , , ,
 , , ,
32000,66,8,6
6000,54,8,12
 , , ,
 , , ,
 , , ,
 , , ,
1750,84,2,5
1543,69,8,10
 , , ,
4200,40,1400,7
 , , ,7
950,4,2,11
 , , ,
 , , ,7
2000,48,9998,12
 , , ,5
 , , ,9
 , , ,8
200,24,1,11
1350,56,2,12
 , , ,6
4000,44,15,12
 , , ,7
800,10,1,10
660,36,3,7
980,72,7,6
 , , ,
1400,48,300,11
 , , ,9
 , , ,11
 , , ,
 , , ,
2500,48,50,9
 , , ,
 , , ,12
 , , ,9
 , , ,7
1400,72,1,7
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,
1666,50,5,8
 , , ,6
 , , ,
 , , ,
1200,48,9998,9
 , , ,7
866,20,1,6
900,15,1,7
 , , ,
230,4,1,6
510,12,1,5
1000,48,1,6
 , , ,6
1025,60,120,5
473,4,2,7
 , , ,6
1977,70,2,5
 , , ,5
 , , ,1
1516,40,7,8
 , , ,
 , , ,
2500,40,5000,11
3000,36,9998,12
3308,88, ,11
 , , ,
1819,72,2,7
1850,66,1,7
130,24,3,8
 , , ,
2000,36,9998,10
450,40,9998,7
 , , ,
 , , ,
 , , ,10
 , , ,5
 , , ,4
1010,17,1,10
1800,48,15,10
 , , ,
 , , ,
 , , ,7
2197,50,1,7
 , , ,6
 , , ,5
 , , ,
2300,85,4,12
4800,56,9998,12
1950,50,2,10
 , , ,9
4800,40,1000,11
3000,40,1000,11
 , , ,11
3600,50,9998,12
7000,55,80,12
650,20,2,7
 , , ,
 , , ,
710,18,2,5
 , , ,4
2000,30,9998,10
 , , ,10
1800,30,1000,9
 , , ,
 , , ,
 , , ,
14000,40,250,13
10000,40,200,12
 , , ,
 , , ,
 , , ,4
1025,45,3,11
 , , ,12
2500,68,1000,11
 , , ,11
 , , ,9
693,48,3,5
 , , ,
 , , ,
 , , ,11
7000,50,9998,12
 , , ,
 , , ,
1950,60,1,4
 , , ,
1100,51,500,11
2000,40,150,9
2000,68,15,6
217,6,1,5
 , , ,5
 , , ,
 , , ,
1083,30,6,10
 , , ,9
 , , ,
 , , ,
5000,48,9998,11
 , , ,10
 , , ,10
7500,40,150,11
974,30,3,11
 , , ,
 , , ,5
650,36,20,6
 , , ,
 , , ,
 , , ,
 , , ,
737,30,2,6
 , , ,4
775,34,2,6
 , , ,5
 , , ,12
 , , ,12
2165,45,4,6
 , , ,6
 , , ,
 , , ,
 , , ,6
1500,36,9000,10
1025,48,22,10
 , , ,
 , , ,
 , , ,
2800,48,9998,11
 , , ,11
 , , ,
3031,72,30,7
1300,48,200,7
 , , ,6
 , , ,
 , , ,
1419,44,300,6
2165,45,800,6
 , , ,
8500,67,1000,12
250,10,5,11
2400,60,2,7
2165,48,3,5
 , , ,8
2728,46,20,11
 , , ,
 , , ,
 , , ,7
2000,56,500,11
779,15,1,7
2000,48,5,10
1025,46,1000,10
 , , ,
4900,40,9998,13
1500,48,500,6
 , , ,5
 , , ,7
1299,63,8,7
1156,30,16,6
 , , ,
 , , ,
1299,63,4,7
 , , ,
 , , ,11
 , , ,11
7000,60,9998,12
1025,30,100,11
 , , ,6
 , , ,9
 , , ,
 , , ,
 , , ,7
 , , ,4
 , , ,4
 , , ,5
 , , ,10
2800,40,9998,12
 , , ,7
520,12,1,5
3312,48, ,6
 , , ,7
 , , ,
 , , ,10
3060,48,20,11
 , , ,6
 , , ,
2000,45,17,6
 , , ,5
 , , ,7
3800,72, ,11
 , , ,5
2800,51,10,7
 , , ,
 , , ,
 , , ,
 , , ,12
 , , ,9
 , , ,6
 , , ,
 , , ,6
5000,50,1000,13
5000,45,150,12
 , , ,11
 , , ,11
 , , ,6
 , , ,7
3000,30,1000,11
 , , ,11
4000,40,15,12
1636,78,4,7
1500,72,2,11
 , , ,
2890,54, ,10
1300,55,1,9
 , , ,10
 , , ,
 , , ,
 , , ,10
 , , ,7
 , , ,6
 , , ,6
4200,48,9998,13
 , , ,4
 , , ,
 , , ,
 , , ,
1050,48,5,10
 , , ,
 , , ,11
 , , ,11
2279,70,2,7
 , , ,7
 , , ,
 , , ,
 , , ,7
 , , ,4
 , , ,
3500,60,100,12
2300,45,1008,12
 , , ,
 , , ,
1025,40,23,8
 , , ,
 , , ,6
 , , ,
 , , ,4
1025,56,40,4
 , , ,
 , , ,
 , , ,
 , , ,1
 , , ,3
 , , ,7
 , , ,9
3248,45,150,7
 , , ,
2165,51,4,5
 , , ,4
 , , ,
 , , ,
80,16,10,11
 , , ,
 , , ,7
2200,40,9998,6
800,45,5,11
 , , ,7
2011,42,10,6
3000,48,20,11
 , , ,
 , , ,
3860,45, ,10
1800,60,60,12
 , , ,7
 , , ,
1250,36,6,11
 , , ,
 , , ,7
 , , ,7
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,9
 , , ,
 , , ,
 , , ,7
433,24,3,7
 , , ,7
 , , ,3
1407,48,2,4
1083,44,4,6
 , , ,4
1299,45,4,7
1025,54,200,8
 , , ,
 , , ,
 , , ,4
 , , ,5
 , , ,
650,10,2,5
1516,42,8,6
500,24,1,7
 , , ,5
 , , ,5
 , , ,5
3000,40,9998,12
 , , ,
1100,54,1,5
400,15,2,6
 , , ,
1500,54,6,9
 , , ,
 , , ,
 , , ,
7000,55,50,12
4217,40,100,12
 , , ,
 , , ,
2200,45,9998,12
 , , ,
 , , ,7
1023,36,4,6
 , , ,6
 , , ,
1212,37,6,6
 , , ,12
1415,60,1,7
2350,48,2000,10
 , , ,
 , , ,
 , , ,4
 , , ,5
 , , ,
4000,40,9998,11
4000,72,9998,11
 , , ,10
 , , ,9
600,40,500,6
600,40,550,9
1200,48,1000,10
 , , ,10
 , , ,
 , , ,
1300,48,550,7
3000,48,1000,9
1500,35,50,12
 , , ,11
 , , ,
 , , ,6
1363,48,1,7
1025,48,200,7
1125,48,30,6
 , , ,
 , , ,3
1125,48,150,10
 , , ,5
 , , ,
 , , ,7
866,16,3,7
1200,60,100,6
 , , ,9
 , , ,6
2812,48, ,9
 , , ,7
 , , ,10
2500,40,1000,11
 , , ,
2500,49,308,11
1200,64,2,9
1500,30,35,12
 , , ,9
 , , ,12
 , , ,12
1690,48,1360,5
 , , ,
 , , ,
 , , ,
1800,50,20,6
 , , ,10
8000,40,51,12
 , , ,6
2500,40,30,10
 , , ,11
 , , ,
 , , ,
1790,58,1000,6
 , , ,9
770,10,8,7
700,26,3,7
 , , ,
 , , ,9
3320,48, ,9
 , , ,
 , , ,6
 , , ,
 , , ,
1299,60,2,6
 , , ,1
1570,44,60,9
2650,46,12,7
1923,42,12,6
2650,45,12,6
1024,77,6,6
 , , ,9
2019,62,8,9
 , , ,
 , , ,8
 , , ,12
 , , ,10
 , , ,9
2106,57,1,10
1500,55,40,6
 , , ,6
 , , ,
1300,60,12,11
 , , ,
1600,45,200,8
1039,30,2,5
 , , ,7
 , , ,7
2977,48,150,9
 , , ,12
5000,40,1000,13
1800,40,1000,11
1500,30,1500,11
1800,66,1000,11
1282,48,3,7
1100,48,9998,6
1025,48,9998,6
 , , ,6
 , , ,10
 , , ,4
 , , ,7
 , , ,6
2500,45,20,9
2620,58,1,6
 , , ,6
 , , ,5
10000,50,20,11
10000,50,2000,10
 , , ,6
 , , ,
 , , ,3
1299,45,4,4
9500,42,9998,12
 , , ,10
 , , ,6
1732,40,3,7
 , , ,6
 , , ,4
 , , ,6
5000,40,9998,9
 , , ,7
 , , ,11
 , , ,5
 , , ,8
 , , ,7
1025,48,680,5
 , , ,
2815,45,40,9
1083,31,15,10
4200,84,2,6
 , , ,
 , , ,
1105,48,3000,10
2380,48,9000,11
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,4
 , , ,7
 , , ,
 , , ,
1732,36,10,4
4733,77,900,9
250,36,3,11
 , , ,10
 , , ,
2149,48,110,7
2200,58,250,9
 , , ,
1039,60,2,9
 , , ,
 , , ,9
 , , ,5
 , , ,4
 , , ,9
 , , ,6
 , , ,
1968,42,9998,7
 , , ,
1083,45,3,4
 , , ,1
 , , ,5
 , , ,7
 , , ,
 , , ,
 , , ,
2382,45,5,5
 , , ,6
 , , ,
 , , ,10
 , , ,6
 , , ,
3200,30,9998,13
2600,24,9998,11
1700,48,50,11
 , , ,11
9000,40,100,11
 , , ,10
3200,50,150,12
 , , ,
1083,30,8,4
 , , ,3
1200,50,15,11
 , , ,7
 , , ,
2500,48,200,6
 , , ,10
 , , ,
863,21,4,7
2119,63,4,7
 , , ,
 , , ,
 , , ,6
2200,60,250,12
200,8,3,11
5000,40,9998,12
 , , ,10
 , , ,5
 , , ,6
1300,42,1000,9
 , , ,6
 , , ,6
 , , ,
2850,25,9998,12
 , , ,1
 , , ,5
 , , ,10
 , , ,10
 , , ,6
 , , ,
 , , ,4
1516,54,3,6
1025,40,9998,6
1150,48,2,3
 , , ,7
1200,45,9998,12
1181,32,1,12
400,3,1,1
 , , ,
 , , ,4
 , , ,
 , , ,
6000,40,150,12
 , , ,11
 , , ,
 , , ,
1083,48,2,7
 , , ,
 , , ,
 , , ,11
1516,54,4,6
 , , ,5
 , , ,
 , , ,7
 , , ,10
 , , ,4
2165,48,3,11
1849,48,2,4
3031,50,6,6
 , , ,6
 , , ,
 , , ,
 , , ,10
 , , ,11
 , , ,11
1800,40,9998,10
 , , ,5
 , , ,6
 , , ,8
 , , ,6
 , , ,
1383,56,4,6
560,30,2,10
 , , ,
 , , ,6
650,24,9998,6
 , , ,11
3250,62,30,12
 , , ,9
 , , ,5
 , , ,
 , , ,
1638,48,500,7
 , , ,
 , , ,1
7000,45,70,11
1200,52,600,11
 , , ,
 , , ,
 , , ,
 , , ,7
 , , ,7
 , , ,9
1200,54,50,6
 , , ,
 , , ,
 , , ,5
5200,48,1000,12
3900,80,8,11
 , ,2,5
 , , ,
 , , ,8
1800,48,1,10
 , , ,7
2000,36,9998,11
 , , ,
 , , ,
 , , ,4
1300,48,1,3
 , , ,1
 , , ,
 , , ,
 , , ,6
1299,58,15,6
 , , ,
750,36,5,9
 , , ,
 , , ,
2500,51,40,10
 , , ,5
 , , ,
 , , ,
2500,47,11,12
2500,40,3,7
 , , ,6
 , , ,
 , , ,
 , , ,4
1408,40,1,6
2282,48,80,9
1510,82,1,10
 , , ,7
2300,40,5000,10
1031,25,1,9
9000,40,9998,12
 , , ,
 , , ,
2800,40,1000,11
 , , ,
360,60,1,6
3031,54,4,7
1500,66,4,6
1200,48,100,6
 , , ,
300,42,2,1
2078,47,12,6
3000,40,1,7
 , , ,6
433,9,2,6
 , , ,
 , , ,
2020,48,9998,6
 , , ,
 , , ,3
 , , ,4
3765,40,1,12
2500,45,7,12
 , , ,
3234,48,25,10
1500,25,25,11
 , , ,
 , , ,
 , , ,5
1500,42,2,6
 , ,2,6
 , , ,
1000,48,2,9
1559,54,4,7
 , , ,
 , , ,2
1732,60,6,9
600,16,1,7
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,8
 , , ,
 , , ,
 , , ,12
 , , ,
 , , ,
 , , ,
1000,72,30,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,1
1450,60,1,7
866,48,3,6
300,25,1,6
4300,63,1000,9
1750,35,1,9
 , , ,
 , , ,
1800,30,9998,12
 , , ,5
2000,66,2,5
3000,29,5,6
 , , ,7
 , , ,11
 , , ,12
2000,36,9998,11
10000,40,9998,13
 , , ,
2300,39,5000,10
 , , ,
830,48,1,1
 , , ,5
 , , ,7
1300,18,30,11
1900,28,2,7
 , , ,
 ,42,2,6
 , , ,
 , , ,7
 , , ,6
1400,45,300,12
 , , ,7
4567,40,9998,12
 , , ,
 , , ,
2100,60,3,5
800,28,2,8
 ,15,3,9
 ,21,3,9
 , , ,
 , , ,6
 , , ,
200,4,1,6
 , , ,
 , , ,
650,35,1,4
 , , ,
 , , ,6
1475,48,3,6
1475,48,3,7
1025,48,80,5
1150,22,1,7
 , , ,4
 , , ,6
 , , ,6
 , , ,
 , , ,11
3260,45,1,6
1419,49,1,6
 , , ,
 , , ,
 , , ,9
 , , ,10
 , , ,8
269,12,2,10
1200,89,1,7
300,20,1,10
 , , ,
3450,6,1,12
 , , ,10
1995,78,5,7
 , , ,
2600,35,600,12
 , , ,
1000,32,1,9
 , , ,7
1500,40,9998,4
 , , ,
 , , ,
1300,48,30,11
 , , ,4
 , , ,12
1600,45,1000,10
1035,18,1,9
 , , ,
 , , ,
 , , ,6
 , , ,7
 , , ,5
 , , ,6
 , , ,6
1200,48,300,4
140,70,2,6
195,8,4,6
 , , ,
2100,60,1,11
1125,48,20,9
2000,35,18,11
500,12,2,10
150,15,1,10
 , , ,
 , , ,
 , , ,
 , , ,
200,10,1,6
 , , ,
 , , ,
 , , ,3
 , , ,
2134,86,2,11
1400,25,1,7
1025,20,5,9
3000,40,100,12
1500,40,1,6
 , , ,5
260,35,2,8
 , , ,6
 , , ,
 , , ,8
2200,72,3,6
 , , ,
 , , ,
1800,48,2,6
 , , ,6
 , , ,
 , , ,
1518,66,1,4
480,50,1,5
 , , ,2
12000,55, ,13
2000,35,24,13
 , , ,7
 , , ,6
 , , ,
 , , ,6
 , , ,
 , , ,6
 , , ,
 , , ,
2300,60,30,10
1027,76,1,9
 , , ,
 , , ,
255,7,1,12
 , , ,6
 , , ,4
 , , ,
 , , ,10
 , , ,11
 , , ,
 , , ,
 , , ,6
1343,48,2,7
1880,72,1,7
 , , ,9
1800,45,150,11
 , , ,10
 , , ,12
 , , ,
1275,77,1,10
 , , ,10
1680,40,4,9
1100,48,14,11
1145,57,1,10
4500,40,200,12
 , , ,
 , , ,
563,49,2,6
 , ,2,5
1299,48,2,7
 , , ,4
 , , ,
12000,48,9998,11
5000,40,1000,11
 , , ,
 , , ,
 , , ,
1516,20,4,7
 , , ,
 , , ,
 , , ,
388,12,1,10
1000,20,1,11
 , , ,
 , , ,
 , , ,
820,54,1,5
2000,59,1,7
 , , ,2
2000,40,20,12
 , , ,
 , , ,
1200,48,200,12
 , , ,
300,9,1,7
 , , ,12
1100,34,1,11
1500,20,1,13
1815,53,1,7
 , , ,
1500,14,3,12
800,19,1,12
 , , ,5
 , , ,
 , , ,
 , , ,
4000,66,1,10
 , , ,
 , , ,10
 , , ,4
 , , ,
 , , ,
1732,48,4,10
 , , ,
1800,45,6000,9
 , , ,
 , , ,
 , , ,
1732,49,5,6
1959,48,3,7
 , , ,
1516,46,4,6
 , , ,9
 , , ,
2000,40,12,6
433,10,1,7
 , , ,6
 , , ,
 , , ,7
 , , ,8
260,3,1,11
 , , ,
1025,25,20,11
 , , ,
 , , ,
 , , ,
 , , ,1
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,
1200,60,1,6
 , , ,
 , , ,
 , , ,
900,44,2,6
1800,40,1000,9
1025,55,40,9
500,84,2,7
 , , ,
 , , ,
632,19,1,5
1815,70,1,7
2500,35,60,12
6000,65,12,11
 , , ,
420,40,1,5
 , , ,
 , , ,10
 , , ,1
 , , ,7
 , , ,7
195,8,2,4
 , , ,
 , , ,
6000,45,9998,12
 , , ,
 , , ,
2412,51,1,10
163,45,1,5
 , , ,
 , , ,6
 , , ,
1732,54,70,5
500,6,3,6
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
1299,36,40,5
 , , ,7
120,30,1,5
775,19,1,6
880,70,1,9
 , , ,
 , , ,
 , , ,5
 , , ,6
1800,66,250,7
 , , ,4
 , , ,
 , , ,
 , , ,
1900,45,9998,10
3400,40,30,10
 , , ,
 , , ,7
 , , ,
 , , ,4
 , , ,
 , , ,
 , , ,2
1700,52,1,6
3600,50,20,12
 , , ,
 , , ,
 , , ,10
 , , ,
 , , ,
1100,90,2,5
2000,35,1,10
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
3000,48,1800,11
600,25,1500,10
 , , ,11
1700,57,550,6
1025,48,550,6
1025,48,550,8
 , , ,
 , , ,3
 , , ,12
 , , ,12
2031,48,1,10
 , , ,7
 , , ,
 , , ,
1949,30,30,11
2000,65,500,6
1500,48,75,10
 , , ,3
550,16,2,10
 , , ,6
1000,7,1,11
 , , ,6
 , , ,
 , , ,
 , , ,6
 , , ,7
 , , ,6
 , , ,
2500,36,50,12
 , , ,
 , , ,
2500,40,9998,9
1399,79,1,12
2000,40,1,11
 , , ,
 , , ,
 , , ,
 , , ,8
 , , ,
 , , ,
 , , ,7
3960,80,1,7
 , , ,
 , , ,9
950,45,2,10
 , , ,
1698,64,1,7
 , , ,
 , , ,7
4000,50,50,12
350,20,2,7
3000,58,1,12
1700,84,2,7
 , , ,
 , , ,
9000,34,1,12
 , , ,6
 , , ,
 , , ,4
 , , ,4
 , , ,
 , , ,
 , , ,
 , , ,4
200,10,1,5
11000,60,20,12
1820,46,2,6
 , , ,5
 , ,2,6
 , , ,
 , , ,
 , , ,
 , , ,
1880,23,1,11
 , , ,9
5800,47,400,11
3000,60,1,9
 , , ,
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,
5000,45,9998,12
 , , ,
 , , ,
1454,56,2,7
1600,45,100,12
816,26,1,6
 , , ,9
 , , ,7
4569,70,2,6
1025,60,2,6
1200,50,1000,6
 , , ,1
1083,60,2,10
 , , ,11
 , , ,
 , , ,
 , , ,
1025,30,5,9
1466,38,1,11
 , , ,10
 , , ,8
1390,56,2,10
