IngresoMensual,HorasSemanales,NumTrabajadores,AñosEstudio
233,33,2,8
2685,64,4,9
823,26,3,10
1400,61,2,14
1949,50,8,10
 , , ,10
 , , ,16
 , , ,16
 , , ,18
 , , ,14
3100,48,3000,19
 , , ,8
1618,15,2,8
 , , ,14
 , , ,22
866,40,2,13
3100,66,100,16
 , , ,13
2000,70,1,14
 , , ,10
6526,80,8,16
 , ,8,16
 , , ,10
1200,50,1,16
1718,72,1,16
 , , ,10
749,42,1,14
1083,48,6,21
3803,56,9998,22
1000,70,200,16
1025,48,20,18
1500,54,2,13
 , , ,14
2263,55,500,14
 , , ,14
2065,56,1,14
1300,48,90,13
2288,84,1,8
 , , ,11
3088,59,1,14
 , , ,14
 , , ,13
3300,50,500,22
1960,44,500,24
2830,57,50,16
 , , ,14
1095,33,1,20
 , , ,17
1700,40,1,5
2800,44,50,19
 , , ,14
2500,48,600,16
3000,48,600,16
200,42,1,14
1200,10,1,14
1212,40,2,5
1453,66,3,15
500,25,1,14
 , ,3,22
1200,54,3,16
1800,53,8,13
800,32,2,5
 ,35,2,14
3500,80,150,13
1432,64,3,13
 ,50,3,13
519,40,3,17
2060,48,500,16
4500,36,800,26
10180,84,600,27
8559,77,4000,14
 , , ,14
1200,48,90,24
 , , ,11
3000,52,300,16
1033,40,2,13
 , , ,13
 , , ,10
 , , ,16
 , , ,8
1500,28,1,15
 , , ,17
 , , ,13
1205,42,1,15
 , , ,14
1500,48,15,16
 , , ,15
4800,58,1000,19
 , , ,16
866,55,20,19
 , , ,14
 , , ,9
1000,20,1,17
190,12,1,16
1025,66,130,13
1200,69,30,16
 , , ,14
 , , ,0
 , , ,5
3331,47,6,13
 , , ,14
2429,51,10,13
444,58,1,6
1200,49,1,14
 , , ,10
 , , ,13
1789,58,1,14
85,3,2,13
 , , ,20
 , , ,10
 , , ,9
 , , ,1
1950,50,1,13
650,12,2,13
2165,60,3,14
 , , ,14
2500,60,1,13
 , , ,11
2000,65,2,17
 , , ,14
1025,54,3,16
 , ,3,20
 , , ,11
970,72,1,5
 , , ,19
476,12,1,15
 , , ,8
1689,54,2,3
 , , ,8
 , , ,11
 , , ,10
2100,84,4,13
 ,84,4,10
 ,60,4,19
1662,48,14,15
1200,72,5,13
 , , ,13
 , , ,10
 , , ,14
 , , ,13
1025,48,50,16
650,12,4,8
1062,66,1,8
 , , ,11
720,48,1,13
 , , ,15
2902,66,600,14
 , , ,10
 , , ,13
1700,56,1,16
346,8,100,10
3920,74,2,13
 ,63,2,14
 , , ,10
1300,63,1,13
800,70,1,14
 , , ,14
4100,48, ,16
1231,42,1,16
 , , ,19
 , , ,13
 , , ,14
 , , ,15
1800,48,500,14
 , , ,14
 , , ,19
1100,63,1,13
1516,84,3,15
 , , ,16
 , , ,5
1212,50,6,14
1025,48,50,14
1558,40,1,14
 , , ,8
4450,66,55,14
1265,66,15,16
1600,45,500,14
 , , ,5
970,65,1,13
 , , ,13
 , , ,20
 , , ,19
1500,60,18,16
 , , ,13
1330,70,2,14
 ,63,2,14
310,15,1,1
 , , ,16
1800,72,70,14
 , , ,8
1400,45,70,18
 , , ,14
1750,54,2,21
 , , ,20
2400,40,8000,19
1700,36,2,22
 , , ,14
 , , ,1
757,66,1,11
180,36,1,1
 , , ,1
2500,50,1,14
580,34,4,16
381,18,2,16
1516,45,5,16
 , , ,17
1500,45,5,15
336,6,1,13
 , , ,14
1060,55,2,14
 , , ,13
14,5,1,11
1180,60,2,16
 ,18,2,16
317,14,2,14
700,25,40,20
3700,96,4,17
1440,54,2,16
866,42,4,14
1688,60,6,24
4200,25,10,28
1263,60,7,8
866,47,2,14
1025,38,2,17
1516,47,2,16
216,12,3,15
6100,63,2,6
3500,65,3,14
693,22,3,21
1242,25,2,16
1025,35,20,16
300,10,2,14
 , , ,10
2090,33,9998,17
 , ,2,16
1029,72,3,13
 ,20,3,13
2500,44,65,23
1025,44,60,19
 ,21,3,10
 , , ,14
 , , ,16
 , , ,1
786,64,1,11
 , , ,14
 , , ,11
576,70,1,9
1462,48,1,11
 , , ,11
276,48,1,14
2120,48,1000,14
1300,54,24,21
 , , ,10
 , , ,16
2046,66,1,13
1025,48,80,14
1500,48,21,14
650,30,2,16
 , , ,10
 , , ,15
 ,46,2,14
 , , ,14
1260,40,1,13
 , , ,8
150,30,2,16
 , , ,10
 , , ,9
600,46,1,11
25,9,1,10
1949,52,5,16
189,47,1,8
 , , ,16
1550,72,4,9
1360,54,5,13
1732,45,3,13
 , , ,15
1082,50,1,13
 , , ,14
1600,48,600,16
 , , ,14
1388,48,12,13
1363,48,12,14
4417,48,4,5
 , , ,11
1645,44,2,13
1200,64,13,10
 , , ,14
500,13,2,8
 ,22,2,10
230,13,1,13
 , , ,20
980,48,1,13
810,60,1,14
2550,84,100,14
 , , ,17
1025,46,60,10
1499,78,9998,13
3630,48,2,13
 , , ,10
1299,46,2,13
 , , ,14
5900,98,2000,14
1635,56,1,13
 , , ,19
 , , ,20
 , , ,10
1025,40,2,16
2000,60,80,14
 , , ,16
2000,40,1,16
5030,33,300,24
50,5,1,11
 , , ,23
1760,18,2,21
1600,40,510,20
 , ,2,10
1819,60,3,5
120,42,1,14
1819,48,10,17
1299,60,4,14
640,21,1,11
2362,63,700,14
520,35,3,16
1100,48,12,13
1600,30,2,10
1775,48,32,15
1200,40,501,17
 , , ,10
 , , ,11
 , , ,8
 , , ,11
 , , ,5
1650,68,2,10
2382,65,90,16
 , , ,18
 , , ,10
1956,51,5,16
2000,60,10,14
787,46,5,11
 , , ,5
1600,46,15,18
1100,51,1,14
1253,66,2,13
1100,25,1,20
780,24,1,5
289,7,1,11
1299,45,3,6
 , , ,11
230,62,2,9
1319,45,3,14
4100,85,600,9
7000,48,9998,12
4346,48,1000,11
5000,50,998,11
4300,40,25,12
4900,48, ,10
3000,45,1,9
4000,45,100,12
8000,40,5687,12
8000,40,1000,12
12000,51,40,9
9025,52,9998,11
4000,40,30,12
6000,48,9000,12
8000,77,1000,13
4500,40,9998,11
5000,64,1,13
5000,80,19,13
5000,40,102,12
5000,53,10,13
4000,48,400,12
17000,40,2000,12
5000,40,9998,12
12000,57,998,11
15000,60,9998,13
2000,52,1,11
10000,40,1000,11
4000,40,9998,11
9000,40,9998,11
12456,48,9998,11
4200,36,9998,13
4000,60,1,11
5000,40,9998,13
5100,55,9998,12
14000,52,60,12
6000,36,998,12
26000,45,9998,12
11000,40,3000,12
7600,42,9998,13
4000,40,400,11
4500,40,1000,10
7900,49,120,12
5000,40,1000,13
9000,61, ,12
4000,40,300,12
8000,58,16,12
4400,40,9998,11
5000,48,9998,12
8000,44,9998,11
7000,48,2,11
8500,40,9998,12
13000,56,9998,11
8000,45,200,12
8000,45,950,11
12000,61,6,10
13000,40,17,13
14000,40,200,12
17000,40,37,12
9400,47,6000,13
14000,40,300,11
7000,43,7,12
9000,40,150,11
5000,40,200,11
5000,50,20,12
6000,60,998,11
6000,60,998,11
4000,40,9000,12
2950,40, ,9
7000,45,800,12
7000,40,8,11
6000,38,600,12
5300,48,15,9
6000,40,17,11
4400,40,50,12
4000,45,998,12
4000,40,100,12
4000,45,120,11
4000,48,4,11
5408,72,4900,12
5195,36,5000,11
5500,48,50,12
6000,40,998,12
5000,40,30,12
5600,42,10,11
6000,40,9998,12
15000,35,100,11
6000,43,1000,12
9000,52,1000,11
4000,45,9,11
5000,48,600,13
4500,40,250,11
7000,48,2000,12
7000,45,200,12
6000,50,1,12
8000,66,300,12
955,64,1,8
2150,40,1,11
1225,32,50,12
 , , ,6
2270,70,1000,9
800,56,2000,7
 , , ,5
 , , ,
 , , ,10
1800,55,9998,10
 , , ,10
 , , ,
 , , ,12
 , , ,12
4250,72, ,7
 , , ,7
2800,30,60,11
 , , ,
2000,50,15,7
 , , ,5
 , , ,10
 , , ,
 , , ,11
 , , ,6
 , , ,8
2190,43,1,10
200,12,1,5
 , , ,11
 , , ,
1370,47,1,5
300,30,1,4
3000,50,30,11
3000,30,100,12
 , , ,5
760,49,1,4
 , , ,11
2832,45,15,6
 , , ,11
5000,45,400,11
1300,54,5,6
1025,40,9998,12
1800,40,600,10
 , , ,9
 , , ,
 , , ,
3600,40,12,12
540,7,1,7
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,11
1500,48,8,9
 , , ,7
2500,45,80,12
1500,48,1,10
1200,36,500,10
 , , ,
832,35,2,9
1025,50,400,9
383,30,1,12
 , , ,
903,51,1,4
1212,48,4,6
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,9
 , , ,11
2800,44,3,7
 ,32,3,5
9650,67,1,10
3600,52,50,11
910,20,3,7
2212,43,120,12
 , , ,8
 , , ,9
523,11,1,10
 , , ,
3500,46,40,12
4000,35,1000,12
 , , ,
 , , ,
1025,48,50,7
3525,77, ,6
2900,48, ,6
 , , ,10
 , , ,
 , , ,10
 , , ,12
609,9,1,7
1508,50,1,10
 , , ,6
 , , ,
 , , ,6
1025,48,15,10
 , , ,
 , , ,9
4500,53,3,9
3200,45,50,7
 , , ,6
1330,46,50,9
 , , ,
800,72,1,10
 , , ,
903,34,1,6
 , , ,6
 , , ,
2700,48,5,7
 , , ,7
 , , ,
 , , ,
 , , ,
1925,54,1,9
2141,48,1,12
1070,96,2,9
 , , ,
 , , ,
2500,45,4,12
800,4,1,9
 , , ,5
 , , ,
 , , ,4
 , , ,5
 , , ,9
2500,25,1,10
800,45,2000,9
 , , ,11
 , , ,
 , , ,
 , , ,13
 , , ,12
7000,40,25,12
4000,51,9998,11
 , , ,4
 , , ,5
1500,66,500,9
2400,30,9998,9
 , , ,5
450,25,4,10
 , , ,6
 , , ,
2267,55,200,6
500,25,5,6
 , , ,7
 , , ,3
 , , ,
 , , ,7
 , , ,
3000,32,600,10
 , , ,
 , , ,
 , , ,4
 , , ,7
100,10,1,11
300,15,1000,11
2850,62,1,11
 , , ,6
2550,60,50,6
 , , ,9
 , ,3,10
2500,66,3,9
 , , ,
5030,53,3,6
 , , ,7
 , , ,
 , , ,
1500,48,1,5
1334,66,9998,7
433,40,3,6
 , , ,10
767,16,1,6
 , , ,10
 , , ,7
 , , ,
1000,48,2,5
1660,54,1,4
473,15,2,9
 , , ,10
1887,48,700,7
 , , ,11
 , , ,
1819,50,5,6
1800,40,9998,7
3800,40,120,13
 , , ,10
140,20,1,10
 , , ,10
713,44,998,11
 , , ,
 , , ,11
 , , ,10
1117,48,1,3
 , , ,10
3377,48,70,8
 , , ,
 , , ,5
1594,63,1,8
1300,45,20,9
2130,22,1,12
4000,45,9998,7
 , , ,10
 , , ,8
 , , ,7
280,16,1,7
 , , ,
 , , ,
1118,71,2,7
 ,40,2,6
 , , ,9
 , , ,
 , , ,
 , , ,6
3922,60,1,10
640,20,1,5
 , , ,
 , , ,
1385,70,1,6
 , , ,
2846,67,3,5
2125,58,1,3
 , ,3,10
 , ,3,5
1819,45,4,6
1819,63,3,8
 , , ,6
 , , ,
1025,48,200,6
1200,45,150,6
 , , ,5
1083,55,5,5
500,56,2,6
 , , ,
 , , ,
 ,50,2,8
 , , ,
 , , ,
 , , ,6
 , , ,3
 , , ,9
 , , ,10
2200,50,44,6
 , , ,
 , , ,
1895,48,2,5
 ,31,2,4
 , , ,
210,48,2,5
15000,60,13,9
3000,50,3,10
1200,45,13,11
1500,48,13,10
1000,48,3,6
 , , ,
 , , ,
1200,48,13,10
 , , ,
 , , ,
1000,12,1,6
2600,52,5,6
 , , ,
 , , ,
983,36,1,7
 , , ,6
 , , ,4
 , , ,7
 , , ,6
 , , ,6
1500,40,150,7
 , , ,6
 , , ,
1200,40,9998,6
 , , ,
 , , ,10
 , , ,
 , , ,
2800,38,4,8
 , , ,
 , , ,10
2598,48,4,7
 , , ,11
2500,30,6,9
 , , ,
435,11,1,7
2078,51,5,5
 , , ,6
 , , ,
1350,24,1,9
1300,10,2,5
1732,60,7,7
 , , ,
4020,48,1080,9
1780,40,600,10
 , , ,
 , , ,
1960,30,1,13
 , , ,6
4400,55, ,12
4200,60,3,10
3000,36,9998,12
 , , ,
1000,25,1,9
 , , ,6
2500,31,1,9
1100,57,1,5
 , , ,
 , , ,
3936,84,3,7
 ,70,3,7
 , , ,12
 ,66,3,7
 , , ,4
 , , ,5
 , , ,12
1842,30,1,6
1083,48,4,5
1083,54,3,6
 , , ,6
 , , ,6
 , , ,
1343,60,5,6
 , , ,
1299,40,5,6
1523,40,1,7
2078,50,1,10
796,36,1,8
1163,40,1,5
1740,70,3,5
 ,56,3,4
1170,28,1,9
 , , ,5
 , , ,4
 , , ,12
7585,43,5000,13
511,8,1,7
841,72,1,5
866,50,1,6
 , , ,
944,85,1,10
 , , ,11
 , , ,6
 , , ,6
1431,84,1,9
550,28,1,6
 , , ,11
 , , ,5
1039,44,2,9
 , , ,7
 , , ,
 , , ,
1800,30,1,7
3000,45,9998,11
3000,54,150,11
1658,65,300,6
 , , ,6
 , , ,
 , , ,6
 , , ,6
 , , ,
 , , ,
1400,39,2,12
1025,30,1,11
 , , ,6
 , , ,7
1025,48,30,6
 , , ,13
 , , ,7
 , , ,6
2054,58,9998,7
1200,50,9998,7
 , , ,5
3494,54,1,10
1025,48,50,12
 , , ,4
 , , ,4
1500,48,600,8
1563,48,600,7
 , , ,6
 , , ,
1025,40,8,9
570,25,10,8
315,24,2,6
6000,48,20,11
1600,58,60,12
1299,72,20,12
 , , ,
2100,48,15,11
4000,61,5,8
 , , ,
1299,60,6,11
4000,48,9998,12
 , , ,
 , , ,
 , , ,9
 , , ,8
 , , ,10
 , , ,12
 , , ,12
 , , ,12
 , , ,
 , , ,
90,21,1,6
 , , ,6
1917,45,5,6
 , , ,4
 , , ,
 , , ,
 , , ,
 , , ,4
1200,60,50,6
1025,52,12,8
 , , ,7
 , , ,
 , , ,
 , , ,1
866,15,1,9
630,18,2,6
1025,30,50,9
 , , ,4
3677,61,10,6
 , , ,6
 , , ,
1900,48,25,6
 , , ,9
 , , ,
 , , ,
 , , ,
 , , ,
3000,48,1000,11
3400,22,1,11
 , , ,5
1340,29,1,6
 , , ,5
1516,58,6,7
1516,54,6,7
 , , ,
 , , ,
1800,32,150,10
720,30,5,9
 , , ,
 , , ,
 , , ,
433,8,2,7
1516,45,4,6
 , , ,
2600,48,50,10
 , , ,7
4346,45, ,6
 , , ,5
 , , ,4
1846,60,1,9
1975,60,2,10
 , , ,5
1500,84,2,7
 ,30,2,5
 , , ,11
 , , ,11
1215,25,2,4
 , , ,4
151,12,1,11
 , , ,6
2900,44,9998,12
 , , ,8
2640,62,5,6
 , , ,
1600,45,15,6
 , , ,5
1710,106,5,4
 , , ,7
 , , ,6
 , , ,
303,3,3,5
 , , ,5
12000,50,14,10
 , , ,8
 , , ,5
500,48,1,6
 , , ,6
 , , ,6
 , , ,
4500,58,13,11
2320,44,25,8
 , , ,6
1516,40,6,7
 , , ,4
3500,40,25,11
1600,51,2,6
 ,24,2,7
 , , ,
 , , ,
800,98,2,6
 ,28,2,10
605,32,101,12
1299,44,5,5
1600,48,17,10
 , , ,10
1083,40,17,9
 , , ,
1060,72,1,7
 , , ,6
1429,45,3,6
 , , ,
 , , ,
8000,40,1000,12
9000,50,1000,12
 , , ,11
2370,39,1,11
 , , ,5
 , , ,12
 , , ,10
2000,48,30,11
1400,48,100,9
1350,66,3,6
 , ,3,9
 ,21,3,5
 , , ,
 , , ,6
 , , ,7
2000,48,800,10
 , , ,7
2000,48,50,9
 , , ,6
 , , ,
 , , ,
 , , ,12
 , , ,9
2350,54,9998,6
 , , ,5
8370,69,4,12
8000,40,1000,12
2900,40,500,11
 , , ,
 , , ,
1417,49,2,4
 ,20,2,5
19,30,2,5
 , , ,
 , , ,
2000,70,1,6
 , , ,9
 , , ,
 , , ,
1750,84,1,4
2050,84,1,6
1920,84,1,6
 , , ,7
 , , ,5
 , , ,
 , , ,7
 , , ,6
1800,60,50,6
 , , ,6
 , , ,
 , , ,
350,64,1,9
 , , ,
 , , ,10
2500,84,5,7
1645,46,5,6
 ,23,250,10
950,48,1,11
1025,48,4,11
 , , ,
1100,30,1,11
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,7
200,4,1,7
2165,55,450,6
 , , ,
700,19,1,9
1025,48,10,9
1300,50,1,7
767,60,2,5
3000,40,1000,11
2500,40,1000,11
613,16,2,6
 , , ,10
 , ,2,10
2000,46,600,11
1530,50,1,10
 , , ,4
 , , ,7
7000,52,9998,12
1400,45,50,11
 , , ,
404,35,1,7
1862,51,1,7
 , , ,12
1200,72,120,10
 , , ,7
1812,48,80,6
 , , ,6
 , , ,
1399,42,5,7
 , , ,7
 , , ,
 , , ,
1503,30,1,10
 , , ,10
1500,40,1,9
1430,48,1,9
 , , ,11
 , , ,
 , , ,5
 , , ,9
3500,45,9998,11
 , , ,10
1500,10,1,7
2500,78,2,11
 , , ,4
3243,70,5,6
 , , ,3
1299,54,5,7
4500,48,18,11
3600,48,35,11
 , , ,
 , , ,
4337,48,5,6
 , , ,6
1732,48,1,9
 , , ,
1800,84,500,5
600,14,1,8
537,7,4,6
 , , ,
900,54,1,7
779,20,2,6
 , , ,6
 , , ,
 , , ,3
 , , ,11
1025,48,8,7
4020,36,1000,11
 , , ,5
 , , ,
 , , ,
2728,101,2,7
 ,35,2,5
1750,48,1,6
 , , ,9
 , , ,
 , , ,
1602,77,6,5
 , , ,
 , , ,
1083,48,4,6
 , , ,6
 , , ,5
 , , ,
 , , ,6
390,16,2,6
 , , ,
 , , ,9
 , , ,6
3750,40,9998,12
217,16,4,11
 , , ,6
558,24,998,6
 , , ,
1025,48,5,9
 , , ,7
 , , ,
1300,48,998,6
2000,48,10,9
 , , ,
 , , ,1
2438,48,12,6
 , , ,7
6588,60,1,12
 , , ,11
4100,40,1,12
 , , ,11
 , , ,5
1636,26,1,10
 , , ,10
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
6141,48,300,11
 , , ,10
 , , ,5
 , , ,6
 , , ,9
 , , ,10
 , , ,
 , , ,
 , , ,
 , , ,9
 , , ,5
 , , ,
15000,45,200,13
6000,45,100,9
7000,58,40,11
 , , ,6
 , , ,
600,42,1,4
562,78,1,11
 , , ,
 , , ,7
 , , ,13
 , , ,11
2000,45,200,9
 , , ,10
650,24,2,6
500,24,1000,8
 , , ,
 , , ,
 , , ,5
 , , ,
1300,40,1,10
 ,30,9998,10
 , , ,5
779,48,10,6
1300,66,300,11
 , , ,6
 , , ,6
 , , ,4
 , , ,
 , , ,
 , , ,4
 , , ,4
4000,35,600,7
2000,32,20,7
866,48,2,10
5841,40,9998,12
5433,40,20,11
1300,25,3,6
800,36,1,5
 , ,3,10
2043,48,9998,9
1140,60,1,6
 , , ,9
 , , ,12
6500,40,9998,12
2500,36,9998,12
1460,48,1,7
2000,66,1,11
3175,78,2,7
 , , ,6
 , , ,
 , , ,
 , , ,12
2250,105,2,5
2165,66,2,8
 , , ,6
 , , ,5
 , , ,6
3000,40,5000,11
2200,40,4998,12
3000,40,1,9
 , , ,6
2000,56,1,10
 , , ,12
 , , ,12
 , , ,
3500,66,15,6
476,8,1,5
1950,45,1000,12
1200,38,20,10
 , , ,4
1264,50,1,5
5000,40,1800,11
 , , ,
 , , ,13
 , , ,6
4000,55,9998,11
4000,48,100,11
 , , ,
1500,36,9998,10
 , , ,
 , , ,6
 , , ,6
610,42,2,3
 ,40,2,6
 , , ,9
3500,48, ,10
 , , ,
 , , ,
 , , ,5
1300,56,1,2
 , , ,
 , , ,6
 , , ,10
 , , ,4
 , , ,6
 , , ,
3200,48,2,9
 ,48,2,8
 , , ,7
 , , ,
 , , ,4
1800,45,35,11
1600,45,30,11
 , , ,
699,42,2,7
1105,59,70,9
 ,28,2,10
1595,46,1,7
 , , ,6
 , , ,7
 , , ,
1625,34,50,11
 , , ,6
 , , ,10
1000,40,15,6
 , , ,12
 , , ,10
4000,40,9998,12
 , , ,11
 , , ,
 , , ,
 , , ,
1212,56,1,4
1732,40,6,7
 , , ,10
 , , ,
 , , ,
2600,70,1,6
1942,48,1,10
 , , ,
 ,48,2,4
3200,45,2,7
 , , ,12
500,48,1,6
 , , ,10
 , , ,
2890,48,80,10
1025,48,10,11
 , , ,12
 , , ,
2525,55,5,11
50,13,1,11
 , , ,
 , , ,6
1266,18,2,4
 , , ,
582,6,1,3
1300,66,600,7
 , , ,
 , , ,
 , , ,8
 , , ,4
 , , ,5
 , , ,10
 , , ,10
1897,43,2,7
1550,40,32,6
80,16,1,11
 , , ,
1500,72,2,12
1250,44,25,10
 , , ,
1466,54,5,6
3500,48,50,12
4325,40,700,12
1800,40,10,11
 , , ,10
 , , ,6
 , , ,9
 , , ,
2000,40,9998,10
918,48,1,7
 , , ,4
 , , ,2
1472,48,2,9
3000,40,6,11
1100,40,4,9
 , , ,
 , , ,11
 , , ,9
 , , ,9
 , , ,
 , , ,9
 , , ,4
510,18,1,12
1500,60,1,7
 , , ,7
 , , ,6
 , , ,
848,10,2,5
 , , ,6
 , , ,
 , , ,
 , , ,9
 , , ,11
1630,77,500,11
1300,50,10,6
 , , ,9
 , , ,7
 , , ,11
9902,54, ,11
5000,40,9998,11
 , , ,10
 , , ,6
 , , ,
1700,40,1,9
400,2,1,6
 , , ,
 , , ,
 , , ,5
 , , ,9
 , , ,6
1570,48,1,7
1300,60,2,7
135,37,50,10
 , , ,
3656,36,9998,13
 , , ,
 , , ,
 , , ,
2480,61,1,6
 , , ,4
2200,66,1,8
 , , ,5
 , , ,10
 , , ,9
2340,15,1,10
1877,40,2,7
 , , ,12
 , , ,10
 , , ,7
1732,44,4,5
2300,45,9998,4
1870,50,3,10
736,36,1,8
 , , ,
 , , ,
 , , ,7
1500,56,1,6
 , , ,5
 , , ,
1500,44,800,9
1500,48,1,12
 , , ,
1000,56,3,8
866,56,6,8
1049,32,50,7
1039,30,50,11
468,22,1,9
 , , ,5
 , , ,
3000,40,1000,10
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,12
1800,46,1,9
 , , ,11
 , , ,10
5800,48,19,12
986,16,1,6
 , , ,7
1025,40,9998,8
 , , ,6
1249,45,1,6
377,8,2,9
 , , ,
900,40,1,7
2598,48,18,5
1025,48,5,6
 , , ,7
2598,48,18,9
1223,30,2,6
 , , ,
2598,48,12,7
70,10,1,5
 , , ,
 , , ,
90,9,1,7
 , , ,
35000,40,700,7
6000,30,5,9
10000,40,850,11
5000,40,70,11
2600,64,2,7
 , , ,6
433,12,5,6
2236,65,1,6
 , , ,5
1500,52,10,6
 , , ,4
1169,30,2,9
 , , ,
3500,40,9998,12
8500,43,3000,11
1025,46,50,11
 , , ,
 , , ,4
1600,72,1,11
7000,18,2,12
 ,18,2,9
 , , ,
 , , ,
650,8,1,5
 , , ,7
 , , ,6
 , , ,6
 , , ,
 , , ,6
700,40,1,10
2300,40,15,9
5500,60,501,9
2598,51,6,6
1708,63,2,6
 ,30,2,6
 , , ,
1700,48,1,7
779,60,2,3
 , , ,5
 , , ,
 , , ,
7500,50,9998,12
 , , ,9
 , , ,6
 , , ,
 , , ,6
 , , ,
 , , ,10
 , , ,
1025,40,16,6
130,3,5,7
1400,55,9,7
934,14,1000,8
 , , ,
 , , ,
 , , ,3
 , , ,5
3031,60,10,7
450,48,1,13
2200,40,15,9
 , , ,12
 , , ,12
1500,40,15,8
 , , ,
 , , ,
4000,40,35,11
1725,62,15,7
 , , ,5
 , , ,
 , , ,9
2000,45,520,10
450,5,1,9
 , , ,7
 , , ,6
1500,48,1000,9
130,5,1,7
520,24,500,9
 , , ,
1200,10,200,9
2500,40,1000,12
 , , ,
 , , ,6
5000,45,40,12
2000,50,2,12
 , , ,
1800,48,600,10
1445,51,3,6
 , , ,
 , , ,
 , , ,6
 , , ,7
1600,46,2,7
 , , ,8
 , , ,6
 , , ,
2000,34,9998,11
 , , ,
 , , ,7
 , , ,
 , , ,
2150,76,9998,12
 , , ,
1200,62,1,7
 , , ,7
1500,48,10,9
 , , ,11
 , , ,6
165,18,1,9
 , , ,4
65,12,1,7
1479,56,1,7
 , , ,12
 , , ,11
 ,35,4,11
1733,55,10,7
 , , ,7
 , , ,
 , , ,
1200,48,1,7
 , , ,6
1400,48,9998,6
 , , ,
 , , ,4
 , , ,7
 , , ,
 , , ,
2520,48,1,3
 , , ,5
2100,75,1,6
 , , ,6
 , , ,6
 , , ,
217,8,1,3
 , , ,2
 , , ,7
 , , ,7
1053,72,2,6
 ,36,2,6
 , , ,
 , , ,
8000,40,1,12
3500,40,30,12
 , , ,
 , , ,
 , , ,
 , , ,4
 , , ,5
2000,50,12,6
3800,40,4999,7
1200,54,6000,6
 , , ,7
1200,40,20,10
 , , ,6
 , , ,
 , , ,5
450,12,1,5
1200,51,50,7
1025,48,200,7
1732,60,2,7
 , , ,8
 , , ,5
 , , ,6
1320,84,2,6
 ,50,2,10
 , , ,
2039,29,200,12
600,30,1,10
3394,50,3,6
 , , ,3
 , , ,6
 , , ,
 , , ,6
 , , ,
3000,56,4,9
2700,36,1000,11
 , , ,
 , , ,
2200,30,9998,9
1056,48,10,9
2833,36,5000,6
1911,61,2,7
 ,30,2,5
 , , ,
1232,66,1,5
 , , ,
 , , ,
 , , ,
 , , ,5
606,30,1,7
 , , ,
 , , ,7
 , , ,
4000,54,9000,11
 , , ,9
3296,42,4,6
 ,16,4,11
 , , ,
 , , ,10
1500,34,1,6
1979,54,70,8
1400,44,100,10
 , , ,
2100,54,1,7
 , , ,7
 , , ,
 , , ,
1200,48,500,7
600,35,9998,10
 , , ,
 , , ,5
 , , ,12
1299,48,2,11
1265,36,1,7
1500,40,20,9
 , , ,7
1711,24,100,6
728,34,1,6
1400,48,9998,6
520,49,1,6
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,
1196,54,1,6
 , , ,
 , , ,7
1800,42,2,3
2078,48,5,3
 , , ,6
1970,60,50,5
 , , ,6
 , , ,
788,40,1,6
996,45,100,7
1490,48,300,12
1300,48,9998,10
 , , ,
 , , ,
717,85,3,7
1400,48,9998,10
 , , ,
1656,48,200,10
113,6,1,6
 , , ,
 , , ,
1700,72,1,3
399,48,1,5
 , , ,
 , , ,
 , , ,10
 , , ,9
1702,52,2,9
2000,48,250,6
 , , ,
1050,40,1,7
325,15,1,3
 , , ,6
8000,84,7,12
 , ,7,11
 , , ,12
 , , ,11
 , , ,4
 , , ,
 , , ,7
 , , ,
3560,44,3,7
 , , ,5
 , , ,
 , , ,
1766,72,2,7
1250,48,2,6
 , , ,5
3600,45,9998,12
 , , ,10
1800,40,9998,12
1059,25,1,6
 , , ,5
 , , ,
 , , ,5
2598,55,4,6
563,8,3,5
 , , ,
 , , ,
 , , ,9
550,24,200,11
 , , ,
 , , ,
1400,45,120,12
 , , ,10
1400,48,150,7
 , , ,
3000,54,150,9
 , , ,
 , , ,6
2400,142,150,12
1600,55,2,9
 , , ,
 , , ,
3000,45,80,9
 , , ,
 ,17,2,10
1080,31,2,9
 , , ,
 , , ,
3000,35,10,11
 , , ,
727,30,1,6
1833,48,2,6
866,45,5,7
1039,45,40,11
1000,48,501,10
390,18,400,6
 , , ,9
 , , ,
5500,58,1000,12
 , , ,10
1700,24,1200,12
 , , ,6
290,22,1,7
 , , ,6
1350,48,4,7
 , , ,7
 , , ,12
2800,40,150,10
1300,72,1,7
 , , ,6
2000,44,50,10
1299,72,6,5
1516,72,6,9
1516,72,6,9
 , , ,
 , , ,
650,59,1,6
8000,45,1500,12
4300,40,1000,12
 , , ,
 , , ,8
3435,58,200,7
 , , ,5
 , , ,
2500,40,350,12
 , , ,6
 , , ,7
3500,48,150,12
 , , ,4
 , , ,1
290,4,2,6
 ,65,2,9
 , , ,8
1516,66,6,11
2100,66,9998,6
2563,66,3,7
1516,60,3,9
1624,65,1,6
 , , ,
 , , ,
1083,50,3,6
